date,output_gap_pct,inflation_pct,inflation_expected,r,g,inflation_surprise,output_gap_lag1,inflation_surprise_lag1,output_gap_fitted,inflation_surprise_fitted
2021-07-31,0.1346363571608585,3.011514614703259,3.08,-4.08,1.0294822766040426,-0.068485385296741,-1.2022019173402216,-0.2254058876003446,0.020717019468469544,-0.14148879446724363
2021-08-31,-0.4930275224841187,3.3777777777777684,3.08,-4.08,1.4126246960822673,0.2977777777777683,0.1346363571608585,-0.068485385296741,1.091548706839147,-0.06164541878533472
2021-09-30,0.1578914697874881,4.074402125775012,3.08,-4.023181818181818,1.9117564625551584,0.9944021257750116,-0.4930275224841187,0.2977777777777683,1.0419932030592554,0.2639215844517794
2021-10-31,0.5848616403274915,3.5335689045936425,3.1633333333333336,-3.9133333333333336,0.9753158544111444,0.3702355712603089,0.1578914697874881,0.9944021257750116,0.8009095966956705,0.9491038515584678
2021-11-30,1.0349373705175204,5.071174377224197,3.2466666666666666,-3.9966666666666666,0.7724600584617466,1.8245077105575305,0.5848616403274915,0.3702355712603089,0.9294089673075293,0.44350461528234286
2021-12-31,0.7405595676896578,5.31443755535872,3.33,-3.966363636363636,0.1610505368609314,1.98443755535872,1.0349373705175204,1.8245077105575305,0.7898893433606333,1.7444195266611333
2022-01-31,-0.0303116779577559,3.242769500438225,3.4133333333333336,-3.9133333333333336,-0.5450059699389311,-0.1705638328951084,0.7405595676896578,1.98443755535872,0.1324741268690275,1.8787935558658733
2022-02-28,0.766534605695927,3.655352480417751,3.4966666666666666,-3.9966666666666666,-0.0942161146010836,0.1586858137510844,-0.0303116779577559,-0.1705638328951084,-0.027807925845824533,0.002349929697858133
2022-03-31,1.9246827425210504,4.537521815008727,3.58,-4.025652173913043,-0.2595705981041548,0.957521815008727,0.766534605695927,0.1586858137510844,0.34743101886904154,0.3717786974974623
2022-04-30,1.833912937650115,5.391304347826087,3.72,-3.97,-0.1253490404294082,1.6713043478260867,1.9246827425210504,0.957521815008727,1.1385862635098805,1.0587867461819886
2022-05-31,1.1060670777921502,5.7441253263707415,3.86,-4.109999999999999,-0.4349529393617246,1.8841253263707416,1.833912937650115,1.6713043478260867,0.8839754785550787,1.678855297818791
2022-06-30,1.517750954444615,6.3313096270598335,4.0,-4.130952380952381,-0.5277490905658384,2.331309627059833,1.1060670777921502,1.8841253263707416,0.380198126885002,1.8977620798045545
2022-07-31,1.0529416886719505,6.792777300085984,4.033333333333333,-3.783333333333333,-0.6315120359457119,2.7594439667526505,1.517750954444615,2.331309627059833,0.5387147307831996,2.240100989835092
2022-08-31,1.695623662738795,6.53482373172829,4.066666666666666,-3.621014492753624,-0.5731294529753076,2.468157065061624,1.0529416886719505,2.7594439667526505,0.284992361071119,2.6363588217546825
2022-09-30,0.9957170400827494,6.893617021276599,4.1,-3.213636363636363,-0.0889764811210514,2.7936170212765994,1.695623662738795,2.468157065061624,0.9757374750928534,2.2726326868100992
2022-10-31,1.0344150734363138,7.508532423208192,4.14,-2.89,0.3156267627643032,3.368532423208192,0.9957170400827494,2.7936170212765994,0.801714204249891,2.508160140558153
2022-11-30,1.5553878180434388,6.519898391193912,4.18,-2.714090909090909,-0.2276645976158866,2.3398983911939126,1.0344150734363138,3.368532423208192,0.4485798566704845,3.0616934525349664
2022-12-31,1.5769800643281255,5.887300252312877,4.22,-2.6009523809523807,-0.4441527064898264,1.6673002523128773,1.5553878180434388,2.3398983911939126,0.6126108640904826,2.1571291637130283
2023-01-31,0.0754044187030563,7.045840407470294,4.386666666666667,-2.6366666666666667,0.1542900340044841,2.659173740803628,1.5769800643281255,1.6673002523128773,1.0306198215125129,1.4450668158959097
