date,output_gap_pct,inflation_pct,inflation_expected,r,g,c,i,nx,inflation_surprise,r_avg12,output_gap_fitted,inflation_surprise_fitted
2016-12-31,-0.6425641378049538,3.468780971258667,2.97,-3.47,0.1402208594330453,-0.8367605211695973,-1.862179976540796,6.887511494528155,0.4987809712586668,-3.278958333333333,-0.22537466447631968,-0.05913584993208956
2017-01-31,-0.5599486080521565,2.758620689655178,2.93,-3.43,-0.3477352176203112,0.5793957086312759,1.69272839756201,-1.7719545510868204,-0.1713793103448222,-3.3214583333333336,0.18287038035463687,0.02088331012314687
2017-02-28,-0.3236693490754563,2.5465230166503483,2.89,-3.39,0.1676788961548662,0.3085272024530009,-0.2797559841448355,2.2881512377764075,-0.3434769833496518,-3.3572916666666663,0.23828396709326932,0.012076606322769884
2017-03-31,-0.3971731369888491,2.4390243902439046,2.85,-3.35,0.1631866287304482,-0.4957498613975927,4.549862955527248,5.259907673676823,-0.4109756097560955,-3.3791666666666664,0.4962428164983981,-0.18455796064820357
2017-04-30,-0.2559007678448892,2.235179786200181,2.8666666666666667,-3.3666666666666667,0.3295591760501065,-0.0117082107393188,-5.112962785127512,5.835323460138495,-0.6314868804664857,-3.3902777777777775,-0.18191564150505507,0.1925982320366802
2017-05-31,-0.07004380018405,2.131782945736438,2.8833333333333333,-3.3833333333333333,0.5494509035087232,0.5298778081412159,-0.4467650615601585,-1.967164373373759,-0.7515503875968954,-3.404166666666667,0.40222539878174396,-0.07644348589136474
2017-06-30,0.23150757359382,1.9267822736030784,2.9,-3.4,0.6462839606136219,0.0052723564256997,4.577646969388116,11.33788768414769,-0.9732177263969216,-3.420833333333333,1.0264864148288662,-0.05138822639303631
2017-07-31,-0.4773460324477074,1.5311004784688942,2.833333333333333,-3.333333333333333,0.2900547149179204,-0.1912598298392687,-2.100490452570212,-0.9754572605067414,-1.3022328548644388,-3.4227777777777777,-0.10221656774183471,-0.06197750329262841
2017-08-31,0.0134117699143688,1.347449470644846,2.7666666666666666,-3.2666666666666666,0.7182994573825645,-0.1460964321508503,-0.5252324883749807,4.138163466669804,-1.4192171960218205,-3.41,0.3742638223357047,-0.06832688359280352
2017-09-30,0.5351874050142416,1.6314779270633517,2.7,-3.2,0.5437332661504272,0.1734386076375932,-5.512885455751936,6.714316344466203,-1.0685220729366485,-3.3825000000000003,-0.037756801379677296,0.4186985548148675
2017-10-31,0.1771010671216135,1.241642788920716,2.6933333333333334,-3.1933333333333334,0.581986909762223,0.4187178624786314,-2.876628818593417,-0.3864507335336166,-1.4516905444126174,-3.3561111111111113,0.17303713679208027,0.08535401978374364
2017-11-30,0.5424732528614058,1.143946615824576,2.686666666666667,-3.186666666666667,0.802764316698956,1.2942677626961958,2.105420674735732,-3.5078729334491747,-1.542720050842091,-3.330833333333334,0.9882810692825388,-0.07539780789947284
2017-12-31,0.4915561505024639,1.6283524904214364,2.68,-3.18,0.3395116466159626,0.9301785366824264,-3.074266656670524,1.0591692246535858,-1.0516475095785638,-3.3066666666666666,0.2294333639536107,0.3308236178194813
2018-01-31,-0.1592771200665013,1.6299137104506256,2.67,-3.17,0.2419816915801438,-0.4311333863743247,-3.971204634132879,0.6269527401469944,-1.0400862895493743,-3.2849999999999997,-0.36835633632350495,0.09613548959580491
2018-02-28,0.3629897523276162,2.1967526265520565,2.66,-3.16,0.3856403819244381,-0.0254081140417117,-5.329395943535604,1.3979473130462827,-0.4632473734479436,-3.2658333333333336,-0.28107688309686424,0.29451928033012886
2018-03-31,0.1786723502631708,2.190476190476187,2.65,-3.15,0.2870781119458332,1.5975911678760673,-4.439601085652191,-2.9295135105863244,-0.4595238095238128,-3.249166666666667,0.20875103193272354,0.24734338497679315
2018-04-30,0.1062986694060213,2.3764258555132978,2.66,-3.16,0.2031862111375116,1.6535666200580508,-1.1046041881583455,-2.4822646772498502,-0.2835741444867024,-3.2319444444444447,0.5155473557070309,0.13198404793907467
2018-05-31,0.4135001074657897,2.277039848197337,2.67,-3.17,0.1780775292436591,1.5181508330983111,1.952804217181056,-5.952918145617599,-0.3929601518026628,-3.214166666666667,0.6825679759902428,0.08336563954876894
2018-06-30,0.2596579151152423,2.551984877126668,2.68,-3.18,-0.0892657523174219,0.5951833615301613,-3.705861233605816,2.966770294828367,-0.1280151228733324,-3.1958333333333333,-0.12562697419858226,0.4170690907317914
2018-07-31,0.3542016043876567,3.016022620169645,2.7133333333333334,-3.2133333333333334,-0.0112780288286407,0.4243633265450172,-3.0629136630987968,-2.3203640602344,0.3026892868363116,-3.1858333333333335,-0.18852526666251185,0.3173307159558916
2018-08-31,0.3169183785703606,3.418803418803429,2.7466666666666666,-3.2466666666666666,-0.2324942150144081,1.0805368537397866,-2.8957629038378108,5.107116861023186,0.6721367521367623,-3.1841666666666666,0.08551124564048904,0.5114629500373791
2018-09-30,-0.1238196899917623,3.399433427762033,2.78,-3.205,-0.2458982919503035,0.831211692264541,-0.1163883469874949,-1.6638919979501594,0.6194334277620333,-3.1845833333333338,0.12972606917073076,0.15862237343949945
2018-10-31,1.0748378666924714,3.113207547169816,2.786666666666666,-3.036666666666666,0.239229638265966,1.3089984067142004,-0.7615812942396919,3.818235766216077,0.32654088050315,-3.1715277777777775,0.5707776866634957,0.4922919754391399
2018-11-30,0.7647255964294579,3.4872761545711617,2.793333333333333,-3.043333333333333,0.0129332869959424,1.8157211926329413,-0.6026636806248008,-5.441391165415938,0.6939428212378287,-3.1595833333333334,0.45880200210500355,0.3749485438566331
2018-12-31,1.0710910201916737,3.4872761545711617,2.8,-3.05,0.0510921595003352,1.5675518842970813,-1.8391019617933384,-5.046579278085251,0.6872761545711619,-3.1487499999999997,0.2822443685020485,0.5060201547166051
2019-01-31,1.135589649013993,3.113207547169816,2.8,-3.05,0.4204991720973169,1.6538028456953429,2.1764090037850607,2.233142237701269,0.3132075471698163,-3.13875,1.022660074702474,0.3073385742518958
2019-02-28,1.0519042109418602,2.9906542056074903,2.8,-3.05,0.4176080519559759,1.4534311340368054,-1.694757159222291,-1.269798727834578,0.1906542056074904,-3.129583333333333,0.5102235234279817,0.3688092640350999
